sample_id,route_file_sha256,map_id,route_id,label_status,true_label,vehicle_structure,vehicle_structure_evidence,vehicle_axis_count,source_machine,match_status,vehicle_configuration_fingerprint_summary,feature_version,feature_source,feature_missing_reason,route_length_m,point_count,sampling_spacing_mean_m,sampling_spacing_median_m,sampling_spacing_p95_m,curvature_mean_1pm,curvature_abs_mean_1pm,curvature_abs_max_1pm,curvature_abs_p50_1pm,curvature_abs_p90_1pm,curvature_abs_p95_1pm,curvature_abs_p99_1pm,curvature_change_abs_mean_1pm2,curvature_change_abs_max_1pm2,curvature_change_abs_p95_1pm2,slope_mean,slope_abs_mean,slope_abs_max,slope_abs_p95,slope_change_abs_mean_1pm,slope_change_abs_max_1pm,slope_change_abs_p95_1pm,speed_mean_mps,speed_max_mps,speed_p50_mps,speed_p90_mps,speed_p95_mps,speed_abs_curvature_product_mean_mpspm,speed_abs_curvature_product_p95_mpspm,lateral_accel_proxy_mean_mps2,lateral_accel_proxy_max_mps2,lateral_accel_proxy_p95_mps2,speed_abs_curvature_correlation,steer_abs_mean_rad,steer_abs_max_rad,steer_abs_p50_rad,steer_abs_p90_rad,steer_abs_p95_rad,steer_change_abs_mean_radpm,steer_change_abs_max_radpm,steer_change_abs_p95_radpm,yaw_rate_abs_mean_radps,yaw_rate_abs_max_radps,yaw_rate_abs_p95_radps,yaw_rate_change_abs_mean_radps_per_m,yaw_rate_change_abs_max_radps_per_m,yaw_rate_change_abs_p95_radps_per_m,static_left_clearance_min_m,static_right_clearance_min_m,static_boundary_clearance_min_m,window10m_max_mean_abs_curvature_1pm,window10m_max_mean_abs_steer_change_radpm,window10m_min_mean_left_clearance_m,window10m_min_mean_right_clearance_m,steering_source_dim,model_score,frozen_geometry_rule_score,minimum_clearance_score
sample_4d22612711824a33218a,a36640d007f51382ea90ce225e5c38997288910ffcdb20925eacd4b0c78f58b9,map_016,map_016,final,0,five_axis,explicit,5.0,RECOVERED_LOCAL_local,v3_exact_match,ee1b968983f0d0d8,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,229.2597966326493,1148,0.1998777651548817,0.200000000000001,0.200000000000017,-0.0011916511941271,0.0177896546134362,0.058615121567852,0.012095162955956,0.0463296451190945,0.0527712601445114,0.0577365706806308,0.0013576796722922,0.0054472317525605,0.0041274577724144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27431189730091,20.440063302027216,11.907737342633558,16.762969282995247,18.70340005860274,0.1788771359982946,0.4297665806122425,1.861608825221137,3.5000000000000013,3.5000000000000004,-0.6285867003132022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1504042054204487,0.4994548897810985,0.4589576202956608,0.0123318358178857,0.0554133467549038,0.0474066338974049,2.3034957637821925,2.306079922552631,2.3034957637821925,0.0549414061626305,0.0,2.3042007923622805,2.308496862262549,10,0.55939262,0.5802615571776156,-2.3034957637821925
sample_4f06877616afc0b55dab,54fe17c63556f80db88427d6ca6bea59cb7db7b34b7b76f66bff7e4b52fb115c,map_002,map_002,final,0,six_axis,explicit,6.0,RECOVERED_LOCAL_local,v3_exact_match,d46c9e86aea3de5c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,215.24718946308448,1078,0.1998581146361044,0.2000000000000028,0.200000000000017,-3.388961311121146e-05,0.0142112698684595,0.0850514553387196,0.0096870192136716,0.0344834902895347,0.0614075305661296,0.083049953670501,0.0017544930182913,0.0249717769455384,0.0090945655396733,-5.767392335715099e-18,0.0246876638447283,0.1998539171222628,0.0591510157966683,0.0051570565240302,0.1235795320414706,0.0263165346262668,15.087387896400434,26.716507237904576,18.83144652241344,24.17436558691534,26.307795928036725,0.1484155136262457,0.3112196423987407,2.2406931503722376,6.03755518638007,5.898394175779597,-0.4846493469482767,0.132635311539279,0.8897700838922014,0.0855393865323398,0.3436196201088747,0.5504579447332946,0.0279563749570658,0.5219180019319734,0.1645506308114703,0.1443033954237463,0.4364831366541466,0.2993688527301003,0.0217465973045275,0.2572230699214211,0.0866608931727351,2.5109482862687296,2.617690825316477,2.5109482862687296,0.0730068168697761,0.1835934505645438,2.513485903189061,2.8501183110683552,12,0.71029806,0.7833333333333333,-2.5109482862687296
sample_519728cba2d7bdfeae0e,d23005fb17443dfa55a012da2c215c43dde93954a23232740ff7162e841b1e6b,map_019,map_019,final,0,unknown,unknown,,RECOVERED_LOCAL_local,v3_exact_match,derived-1c6f954ff7dc8568,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,858.540215628534,4294,0.1999860739875457,0.1999999999999886,0.2000000000000454,0.0006541640805796,0.0018114566771037,0.0208453167325086,0.0002193029523758,0.0060128787763639,0.0114314698649716,0.0203264165154245,0.000129090283372,0.001677389449729,0.0006751941154942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.78435550777976,50.0,29.64694223721673,50.0,50.0,0.0371756773056306,0.2254742151996318,0.8046677670457969,6.200000095756492,4.399356058531177,-0.4620695382127591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0371603439485468,0.3595009935979268,0.2254742151996318,0.0027777119564572,0.032369813508278,0.013466420305429,3.4044830641231405,2.9976102428611493,2.9976102428611493,0.0205681035324816,0.0,3.503387875080936,3.0002716584692246,12,0.53511829,0.3233373884833739,-2.9976102428611493
sample_5267f5c8e008920794e4,df3fd72b09dfb14529ab5b2df6feed00950da753b63c12c238e46a1ea6a126f6,map_002,map_002,final,0,six_axis,explicit,6.0,RECOVERED_LOCAL_local,v3_exact_match,d46c9e86aea3de5c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,215.24718946308448,1078,0.1998581146361044,0.2000000000000028,0.200000000000017,-3.388961311121146e-05,0.0142112698684595,0.0850514553387196,0.0096870192136716,0.0344834902895347,0.0614075305661296,0.083049953670501,0.0017544930182913,0.0249717769455384,0.0090945655396733,-5.767392335715099e-18,0.0246876638447283,0.1998539171222628,0.0591510157966683,0.0051570565240302,0.1235795320414706,0.0263165346262668,15.495495950033735,26.716507237904576,18.83144652241344,24.17436558691534,26.307795928036725,0.1621909506194674,0.4145008313213753,2.389881785623767,6.03755518638007,5.898394175779597,-0.4583023733200923,0.132635311539279,0.8897700838922014,0.0855393865323398,0.3436196201088747,0.5504579447332946,0.0279563749570658,0.5219180019319734,0.1645506308114703,0.1443033954237463,0.4364831366541466,0.2993688527301003,0.0217465973045275,0.2572230699214211,0.0866608931727351,2.5109482862687296,2.617690825316477,2.5109482862687296,0.0730068168697761,0.1835934505645438,2.513485903189061,2.8501183110683552,12,0.71029806,0.7973236009732361,-2.5109482862687296
sample_5b5e2330da3079bd376e,0e3ae377c951c74a6a2f72c3a3441f102d97f746e9298d29538102ec8e8fa1ca,map_002,map_002,final,1,six_axis,explicit,6.0,RECOVERED_LOCAL_local,v3_exact_match,d46c9e86aea3de5c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,212.38138547425845,1063,0.1999824721979834,0.2000000000000028,0.200000000000017,0.0004229310486121,0.018497826529401,0.1302487252932449,0.0124468420329026,0.0501813387857036,0.0696535496216832,0.1007207254504947,0.0061910378698243,0.0885569517840305,0.0350899811471864,-1.6710788705552686e-18,0.0243836312589733,0.2313845043637473,0.0594221982954356,0.0046235818595884,0.1666726301658342,0.0216843055783618,15.985170942293454,26.712399712447937,19.23472427071429,24.20357962630747,26.432883845087147,0.1853007187595145,0.3867017518301158,2.6858803746201043,6.039940639159516,5.901282800143996,-0.672407141848396,0.1215641533234718,0.9236579289217026,0.0875588336630522,0.3281362664515713,0.4457447117762133,0.0271979073342376,1.9908007351173216,0.0997829635111227,0.1609043991948203,0.4039797011033215,0.3060124111731112,0.0227396090661655,1.4865470613244531,0.0848590816473293,2.4,2.4,2.4,0.0739682962074933,1.250250982220226,2.3999999999999773,2.3999999999999773,12,0.72575392,0.8261354420113545,-2.4
sample_5e4eb77f5a42c32d3fd6,8dc10e92a413d33fe117724f004d3e16bee8f872f66026a5f8e12f94cae7df05,map_002,map_002,final,0,six_axis,explicit,6.0,RECOVERED_LOCAL_local,v3_exact_match,d46c9e86aea3de5c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,215.24718946308448,1078,0.1998581146361044,0.2000000000000028,0.200000000000017,-3.388961311121146e-05,0.0142112698684595,0.0850514553387196,0.0096870192136716,0.0344834902895347,0.0614075305661296,0.083049953670501,0.0016869829013178,0.0119632880741968,0.008984892707393,-6.838479483776474e-17,0.0275828399812661,0.704617138205204,0.0667093148596647,0.0204093001629426,1.3063907493351086,0.0486422087518401,16.330027422942464,26.71651481540253,19.21703263026506,24.174598454303577,26.432761205652444,0.177929631875383,0.4770306464306981,2.706388840902701,6.03755518638007,5.898394175779597,-0.4619999897249896,0.132635311539279,0.8897700838922014,0.0855393865323398,0.3436196201088747,0.5504579447332946,0.0279563749570658,0.5219180019319734,0.1645506308114703,0.1725390158415458,0.740211762025771,0.3443166644833626,0.0308223620355563,0.383919737197141,0.1609868037426437,2.5109482862687296,2.617690825316477,2.5109482862687296,0.0730068168697761,0.1835934505645438,2.513485903189061,2.8501183110683552,12,0.70337105,0.8122262773722628,-2.5109482862687296
sample_5f9f87668ea6bb2be48b,0b1dc2522d0abf8172d4b37008750370328bd22d7c06bef58c9fd01ef3c1ddbe,map_002,map_002,final,0,six_axis,explicit,6.0,RECOVERED_LOCAL_local,v3_exact_match,d46c9e86aea3de5c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,215.24718946308448,1078,0.1998581146361044,0.2000000000000028,0.200000000000017,-3.388961311121146e-05,0.0142112698684595,0.0850514553387196,0.0096870192136716,0.0344834902895347,0.0614075305661296,0.083049953670501,0.0016869829013178,0.0119632880741968,0.008984892707393,-6.838479483776474e-17,0.0275828399812661,0.704617138205204,0.0667093148596647,0.0204093001629426,1.3063907493351086,0.0486422087518401,15.723619016003878,26.71651481540253,18.90984693821279,24.17436558691534,26.307795928036725,0.1662764739159616,0.4298527139629077,2.4710946175084407,6.03755518638007,5.898394175779597,-0.461158269831747,0.132635311539279,0.8897700838922014,0.0855393865323398,0.3436196201088747,0.5504579447332946,0.0279563749570658,0.5219180019319734,0.1645506308114703,0.1725390158415458,0.740211762025771,0.3443166644833626,0.0308223620355563,0.383919737197141,0.1609868037426437,2.5109482862687296,2.617690825316477,2.5109482862687296,0.0730068168697761,0.1835934505645438,2.513485903189061,2.8501183110683552,12,0.70337105,0.8058394160583942,-2.5109482862687296
sample_64ea43583703538c1011,2b05301d9a149493399138d6509af114f9dfc5607f187d45e400590da7359a9b,map_002,map_002,final,0,five_axis,explicit,5.0,RECOVERED_LOCAL_local,v3_exact_match,4ec13c407273a370,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,steer_ff_rad:used_beta_ref_rad;yaw_rate_ref_radps:derived_from_yaw_per_m_and_speed,214.8210067384432,1040,0.2067574655807923,0.1999999999913626,0.2873372298086343,0.0004849880800183,0.0138505791738934,0.1327453167188396,0.0103267943682112,0.0241769836728961,0.0391187815576777,0.0819827203907771,0.0049234514325256,1.202258520671077,0.0085983286387631,-0.0015098304331444,0.0234328177294347,0.0990656645269447,0.0654022948704269,0.0027468904419152,0.07896649342571,0.0153491733196416,13.07870293886728,17.33086622858576,17.204600474243144,17.33086622858576,17.33086622858576,0.1441711799409222,0.3268796186379891,2.0539497776000304,5.492381384103476,5.47586883816894,-0.40881541967269,0.0279655581621968,0.416208995029482,0.0,0.0389495002524371,0.3527707217852164,0.0038250041393173,0.0929687232824791,0.0279934097034277,0.1481293804350682,1.3492260446193178,0.3446278273139453,0.0556936688851592,3.6044434542077943,0.0698381708361214,3.233847415312808,2.936519607999017,2.936519607999017,0.0686947862044556,0.0492864408130786,3.56357015884222,3.0307530022853504,1,0.62451914,0.7387672343876722,-2.936519607999017
sample_6766f8f00f7203b7e511,bdac87eb3632499a99fc244734c6d2626c9b2b986a236ddd39cd5277cd65386a,map_002,map_002,final,1,six_axis,explicit,6.0,RECOVERED_LOCAL_local,v3_exact_match,d46c9e86aea3de5c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,215.24718946308448,1078,0.1998581146361044,0.2000000000000028,0.200000000000017,-3.388961311121146e-05,0.0142112698684595,0.0850514553387196,0.0096870192136716,0.0344834902895347,0.0614075305661296,0.083049953670501,0.0016869829013178,0.0119632880741968,0.008984892707393,-6.838479483776474e-17,0.0275828399812661,0.704617138205204,0.0667093148596647,0.0204093001629426,1.3063907493351086,0.0486422087518401,15.635763237240068,26.71651481540253,18.900750296615648,24.17436558691534,26.307795928036725,0.1641384597530246,0.4145008313213753,2.438563958898988,6.03755518638007,5.898394175779597,-0.4622029426782947,0.132635311539279,0.8897700838922014,0.0855393865323398,0.3436196201088747,0.5504579447332946,0.0279563749570658,0.5219180019319734,0.1645506308114703,0.1725390158415458,0.740211762025771,0.3443166644833626,0.0308223620355563,0.383919737197141,0.1609868037426437,2.5109482862687296,2.617690825316477,2.5109482862687296,0.0730068168697761,0.1835934505645438,2.513485903189061,2.8501183110683552,12,0.70337105,0.8052311435523115,-2.5109482862687296
sample_6e22eefecfa03e7bd0dd,8b2e7c13886a99f45a37ffefb8f1f51afc9f576a9e83480095432f608ce5dd74,map_016,map_016,final,1,six_axis,explicit,6.0,RECOVERED_LOCAL_local,v3_exact_match,derived-9527f9061c36bcaf,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,229.3307913162353,2288,0.1002758160543223,0.0999989406149381,0.1037775787629868,-0.0014922445208473,0.0191810373916144,0.1945886306780142,0.0110172881853234,0.0455410305566848,0.0545267565817571,0.111580812725015,0.0058616790529931,0.0966044296483814,0.0298287570766052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.498487918978182,18.0,5.0,18.0,18.0,0.0638813360429261,0.2267594362038608,0.4082220238990145,14.227835241478571,1.1831574552923487,-0.5362523839871369,0.1663617676889246,0.933167113938712,0.1035066557915434,0.4173015635297097,0.4770305983854399,0.0571253819657764,1.3368143053182964,0.3630950897929428,0.0169276936953505,0.1022230930659055,0.0433031613657067,0.0071727088828635,0.1360810939090615,0.0504597428027046,0.0,0.0,0.0,0.0812009322963369,0.328356802735122,0.0,0.0,12,0.66268338,0.6061435523114355,-0.0
sample_6ec4094d10420391f4e2,4984451bc690c8ae5b527ea86cef18f2287fc68477e16dfdb85dbf15b25bccd1,map_020,map_020,final,1,unknown,unknown,,RECOVERED_LOCAL_local,v3_exact_match,derived-1c6f954ff7dc8568,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,1169.0825378221302,5847,0.1999799072566079,0.2000000000000028,0.2000000000000454,0.0016018018990086,0.0037798515130617,0.0194626260635956,0.0025282016649822,0.0129778665974524,0.0172510777042696,0.0192085938870362,0.0002082738908161,0.0045673804787431,0.0013185101289254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.51215713867479,38.77617927041606,25.31536515366697,36.233417016980844,37.312329512842034,0.0789037259553871,0.2709452592722309,1.8138313230844356,6.178505158728199,4.941370118831308,-0.4545467083537021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0788738245863764,0.3467707247394501,0.2709452592722309,0.0042928782329909,0.0633282827999537,0.0206148195035263,2.4,2.4,2.4,0.0192620426873739,0.0,2.399999999999636,2.399999999999636,12,0.57312026,0.4467153284671532,-2.4
sample_70edf4b98cd915bb2aa8,dfe2cf8ff7e197ef0ecd0093e6cb146a99ef3ceaddc5af56ab0f8468d4390c08,map_002,map_002,final,0,six_axis,explicit,6.0,RECOVERED_LOCAL_local,v3_exact_match,d46c9e86aea3de5c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,215.24718946308448,1078,0.1998581146361044,0.2000000000000028,0.200000000000017,-6.571122221531896e-05,0.0141794482593554,0.0850514553387196,0.0096870192136716,0.0340841405587813,0.0599764285765413,0.083049953670501,0.0018916695732439,0.0867750688252488,0.009070696650045,-1.565435062551241e-17,0.0239982816292747,0.2482526029676749,0.0599447945517486,0.0040479159233575,0.1732557143115722,0.0155725415437941,15.067983399982513,26.716507237904576,19.092538932539952,24.174598454303577,26.432761205652444,0.1445092446410691,0.2979312392357851,2.360549014126376,6.03755518638007,5.898394175779597,-0.4697445845780759,0.1604699266885868,0.9628996629372694,0.0908126797803016,0.5135630402809487,0.6380577232617934,0.0621837135758975,1.676700582422096,0.4882640951135663,0.1478530826374822,0.3330884427797639,0.2983581132244847,0.0398833348048799,0.5551512884828005,0.2778147466534296,2.5109482862687296,2.617690825316477,2.5109482862687296,0.0730068168697761,0.5107935922522335,2.513485903189061,2.8501183110683552,12,0.71404142,0.7908353609083537,-2.5109482862687296
sample_716dc9a4ec93990ed6a2,594613fd9fc16817a6d74ec6e3984c6e0b65fb8c69e31883aeb025c499f358f1,map_016,map_016,final,0,six_axis,explicit,6.0,RECOVERED_LOCAL_local,v3_exact_match,d46c9e86aea3de5c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,229.25903748129323,1148,0.1998771032966811,0.200000000000001,0.200000000000017,-0.0011916513286001,0.0180159261246324,0.0586151369716722,0.0127250617440802,0.0463292958231497,0.0527729283039035,0.0577356181192868,0.0013540705856699,0.005447095147624,0.0041264789635852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.274324729856376,20.440063210290617,11.907837927289956,16.763105032926536,18.70352172488175,0.1824543767840034,0.4297733671843023,1.9182475334138875,3.500000000000001,3.5000000000000004,-0.6209800749490448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2187095155444403,0.5677880322510633,0.5350450852660154,0.0142067310101631,0.0716004691368679,0.0359411552859946,2.301212589858373,2.306061706420748,2.301212589858373,0.0549412786487362,0.0,2.301212589858373,2.308520596251052,12,0.57468629,0.5845802919708029,-2.301212589858373
sample_78ddacaad6eb0952601f,7dd3b3ae8acee211a730d482ec4051bd4fd30757932618565667c63540a791ee,map_002,map_002,final,0,six_axis,explicit,6.0,RECOVERED_LOCAL_local,v3_exact_match,d46c9e86aea3de5c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,212.38138547425845,1063,0.1999824721979834,0.2000000000000028,0.200000000000017,0.0004229310486121,0.018497826529401,0.1302487252932449,0.0124468420329026,0.0501813387857036,0.0696535496216832,0.1007207254504947,0.0061910378698243,0.0885569517840305,0.0350899811471864,-1.6710788705552686e-18,0.0243836312589733,0.2313845043637473,0.0594221982954356,0.0046235818595884,0.1666726301658342,0.0216843055783618,15.67567918054859,26.712399712447937,19.23472427071429,24.20357962630747,26.432883845087147,0.1723068426263821,0.3246731241337268,2.5766158019825576,6.039940639159516,5.901282800143996,-0.6736612001037149,0.1215641533234718,0.9236579289217026,0.0875588336630522,0.3281362664515713,0.4457447117762133,0.0271979073342376,1.9908007351173216,0.0997829635111227,0.1544214586291491,0.4039797011033215,0.3060124111731112,0.0199668422109119,1.095394068812505,0.0775799549296531,2.4,2.4,2.4,0.0739682962074933,1.250250982220226,2.3999999999999773,2.3999999999999773,12,0.72575392,0.8170113544201136,-2.4
sample_81cdc9c15f5d510f8e52,9c4a9dab4a8e8ebe2b6568f6a3c5d313e25e98682e41cee07e8df5c13f3a10e5,map_019,map_019,final,1,unknown,unknown,,RECOVERED_LOCAL_local,v3_exact_match,derived-1c6f954ff7dc8568,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,858.811487866954,4296,0.1999561089329345,0.1999999999999886,0.2000000000000454,0.0006574280434401,0.001822002739219,0.0196190011717267,9.944593435459906e-05,0.0082156799166584,0.014755541489791,0.0194330046678566,0.000113171565335,0.0041237258088695,0.0005430001728591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.57442323125243,46.11869367322328,36.049732459089086,42.7579838494912,43.6361798661557,0.0348093984709447,0.2312635496642583,0.705939881612748,6.180885486495912,4.19213860047971,-0.5788714954207165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0346043841501178,0.347416777678982,0.2312635496642583,0.0023308965360849,0.0578902504312591,0.0100329763385704,3.811437449950145,2.7020536053646382,2.7020536053646382,0.019522482769817,0.0,3.8210466995871113,2.709142667840051,12,0.46016022,0.3139497161394971,-2.7020536053646382
sample_84e55b770855f2d220e9,b5ccc37f2a02b461f9e049414aa94f02f37b7906ddb1e8f469baf95f49376f1e,map_019,map_019,final,0,unknown,unknown,,RECOVERED_LOCAL_local,v3_exact_match,derived-1c6f954ff7dc8568,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,858.5261671452043,4294,0.1999828015712099,0.1999999999999886,0.2000000000000454,0.0006550722568404,0.0018381536688601,0.0203089821566414,0.0002870535866388,0.0053711585642801,0.0107518082643862,0.020173280221348,0.0001153728624403,0.0012877186047631,0.0006381980545614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.08892493247356,50.0,35.181524461648976,49.14638299371758,50.0,0.0397093851562719,0.2352330363765733,0.933849669685309,6.200000096306441,4.912655889236278,-0.5182562518120738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397101927638778,0.3548460100668357,0.2352330363765733,0.0027754522175614,0.024314371893581,0.0124669856040086,3.3929343463725044,2.700830141359165,2.700830141359165,0.0202446553665098,0.0,3.4384332109304308,2.7061896925647035,12,0.55288023,0.35099351175993515,-2.700830141359165
sample_86e4cadfe1a8f9c6cf16,63dde22edcd593a869d4d686adc4fe9720134ca62d07c144520d1c68ccc1a8bd,map_002,map_002,final,0,six_axis,explicit,6.0,RECOVERED_LOCAL_local,v3_exact_match,d46c9e86aea3de5c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,215.24718946308448,1078,0.1998581146361044,0.2000000000000028,0.200000000000017,-3.388961311121146e-05,0.0142112698684595,0.0850514553387196,0.0096870192136716,0.0344834902895347,0.0614075305661296,0.083049953670501,0.0016869829013178,0.0119632880741968,0.008984892707393,-6.838479483776474e-17,0.0275828399812661,0.704617138205204,0.0667093148596647,0.0204093001629426,1.3063907493351086,0.0486422087518401,16.07608439986339,26.71651481540253,19.21703263026506,24.174598454303577,26.432761205652444,0.1672609302980222,0.4004174438102313,2.5658971700157798,6.03755518638007,5.898394175779597,-0.4954401443901398,0.132635311539279,0.8897700838922014,0.0855393865323398,0.3436196201088747,0.5504579447332946,0.0279563749570658,0.5219180019319734,0.1645506308114703,0.1725390158415458,0.740211762025771,0.3443166644833626,0.0308223620355563,0.383919737197141,0.1609868037426437,2.5109482862687296,2.617690825316477,2.5109482862687296,0.0730068168697761,0.1835934505645438,2.513485903189061,2.8501183110683552,12,0.70337105,0.8034063260340633,-2.5109482862687296
sample_899199f9bb30ad7da14f,610054daf5eee27d297495b30949daac8cce160cbb15cc392232f7272e8fc7e1,map_020,map_020,final,1,unknown,unknown,,RECOVERED_LOCAL_local,v3_exact_match,derived-1c6f954ff7dc8568,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,1168.242506767903,5843,0.1999730412132665,0.2000000000000028,0.2000000000000454,0.0014936300156036,0.0034556956278571,0.0196798522785419,0.0022020782658831,0.0099653235451398,0.0140161330275363,0.0188767353273271,0.0002411452209868,0.0048852043333399,0.0008442327602584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.91913508196306,33.59913698155785,22.49623519080073,28.50450271402624,30.560404615124785,0.0725764917724755,0.2720665341784714,1.5525609515165502,6.18486752006173,5.447706205738913,-0.3853841501259501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722690578753395,0.3485277437208603,0.2720665341784714,0.0049635709950228,0.0620434187367905,0.0161864726827648,3.2764570677806244,3.1325770867079967,3.1325770867079967,0.0192124068911393,0.0,3.4465634698684453,3.270098821415077,12,0.58597156,0.3923357664233576,-3.1325770867079967
sample_89db22d5e10d599564ce,b7142e5c2023b610562b2e50a1b44caf25e659806c85b012d61d04da59621ca5,map_002,map_002,final,0,six_axis,explicit,6.0,RECOVERED_LOCAL_local,v3_exact_match,d46c9e86aea3de5c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,215.24718946308448,1078,0.1998581146361044,0.2000000000000028,0.200000000000017,-3.388961311121146e-05,0.0142112698684595,0.0850514553387196,0.0096870192136716,0.0344834902895347,0.0614075305661296,0.083049953670501,0.0016869829013178,0.0119632880741968,0.008984892707393,-6.838479483776474e-17,0.0275828399812661,0.704617138205204,0.0667093148596647,0.0204093001629426,1.3063907493351086,0.0486422087518401,15.895200914148866,26.71651481540253,18.940445726018083,24.17436558691534,26.307795928036725,0.1703872422962898,0.4491081385319877,2.5369293009863654,6.03755518638007,5.898394175779597,-0.4593472090875072,0.132635311539279,0.8897700838922014,0.0855393865323398,0.3436196201088747,0.5504579447332946,0.0279563749570658,0.5219180019319734,0.1645506308114703,0.1725390158415458,0.740211762025771,0.3443166644833626,0.0308223620355563,0.383919737197141,0.1609868037426437,2.5109482862687296,2.617690825316477,2.5109482862687296,0.0730068168697761,0.1835934505645438,2.513485903189061,2.8501183110683552,12,0.70337105,0.8070559610705597,-2.5109482862687296
sample_8a680d4bd18650a26ed5,54adbad1a64a2e3a016bb1170f5f8ffabfa1f46815621b78fec20c2c6c524c44,map_019,map_019,final,0,unknown,unknown,,RECOVERED_LOCAL_local,v3_exact_match,derived-1c6f954ff7dc8568,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,858.5693164360785,4294,0.1999928526522428,0.1999999999999886,0.2000000000000454,0.0006541874977865,0.0018059023551227,0.0202963747632368,0.0001434149834933,0.0058828440119733,0.0107279787371343,0.0201892541162377,0.0001081011657648,0.0016199943516916,0.0006676749853192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.09258230507592,50.0,37.88850180410324,50.0,50.0,0.037736804228553,0.232099512352557,0.8544657777562243,6.200000096256573,4.861332303362546,-0.5120404744432981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377387499124692,0.3547358524878497,0.232099512352557,0.0023409584211372,0.0330235468600124,0.0118761489556752,3.4915257973374323,2.723116856645295,2.723116856645295,0.0202387154067176,0.0,3.528552734981905,2.7283457603781334,12,0.54943527,0.3441200324412003,-2.723116856645295
sample_8b0aaa13441109839afa,3035a923cd3858526c809d55307d0a0d58818e5311cc375fa9040fcc9863ab17,map_008,map_008,final,0,unknown,unknown,,RECOVERED_LOCAL_local,v3_exact_match,derived-1c6f954ff7dc8568,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,345.1800422804893,1727,0.1999884370107122,0.1999999999999957,0.2000000000000454,0.0045479703189186,0.0047047516807046,0.1015396284310312,9.690746325780051e-05,0.0028133423996046,0.0313601454024996,0.1002883021839813,0.0007017062611405,0.0199137346500765,0.0031012395933715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.240550761642552,44.943283095356506,25.65171657778707,40.85522771005679,43.69944427138284,0.0380189002736396,0.2060559161780281,0.3506730870775184,6.976950777721927,1.3855246604265916,-0.4057830645484607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380141562433399,0.8382674923750152,0.2060559161780281,0.0064928015357223,0.1596346705111243,0.035069492241842,4.878895285744105,4.821136076960766,4.821136076960766,0.0978923329933258,0.0,4.9799143303478415,4.830273497337012,12,0.60384608,0.32666261151662607,-4.821136076960766
