sample_id,route_file_sha256,map_id,route_id,label_status,true_label,vehicle_structure,vehicle_structure_evidence,vehicle_axis_count,source_machine,match_status,vehicle_configuration_fingerprint_summary,feature_version,feature_source,feature_missing_reason,route_length_m,point_count,sampling_spacing_mean_m,sampling_spacing_median_m,sampling_spacing_p95_m,curvature_mean_1pm,curvature_abs_mean_1pm,curvature_abs_max_1pm,curvature_abs_p50_1pm,curvature_abs_p90_1pm,curvature_abs_p95_1pm,curvature_abs_p99_1pm,curvature_change_abs_mean_1pm2,curvature_change_abs_max_1pm2,curvature_change_abs_p95_1pm2,slope_mean,slope_abs_mean,slope_abs_max,slope_abs_p95,slope_change_abs_mean_1pm,slope_change_abs_max_1pm,slope_change_abs_p95_1pm,speed_mean_mps,speed_max_mps,speed_p50_mps,speed_p90_mps,speed_p95_mps,speed_abs_curvature_product_mean_mpspm,speed_abs_curvature_product_p95_mpspm,lateral_accel_proxy_mean_mps2,lateral_accel_proxy_max_mps2,lateral_accel_proxy_p95_mps2,speed_abs_curvature_correlation,steer_abs_mean_rad,steer_abs_max_rad,steer_abs_p50_rad,steer_abs_p90_rad,steer_abs_p95_rad,steer_change_abs_mean_radpm,steer_change_abs_max_radpm,steer_change_abs_p95_radpm,yaw_rate_abs_mean_radps,yaw_rate_abs_max_radps,yaw_rate_abs_p95_radps,yaw_rate_change_abs_mean_radps_per_m,yaw_rate_change_abs_max_radps_per_m,yaw_rate_change_abs_p95_radps_per_m,static_left_clearance_min_m,static_right_clearance_min_m,static_boundary_clearance_min_m,window10m_max_mean_abs_curvature_1pm,window10m_max_mean_abs_steer_change_radpm,window10m_min_mean_left_clearance_m,window10m_min_mean_right_clearance_m,steering_source_dim
sample_00b5e5f5e994f4be2f62,76b3d19c3af9c40d08c22c28c6e04c1af9129923662e7fdd1d34e0787d2610f4,map_023,map_023,final,0,unknown,unknown,,RECOVERED_LOCAL_local,v3_exact_match,derived-1c6f954ff7dc8568,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,245.30488462385864,1228,0.19992248135603802,0.20000000000000107,0.20000000000001705,0.012791501032531693,0.01309276139734424,0.18507027037037282,3.398910693244688e-14,0.008714254235033254,0.17523277891285743,0.18235484243355737,0.0017595663868015304,0.038117719492128666,0.01317690503993074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.151289672974713,36.847020580876176,20.395157266233767,33.94944489847378,36.33585614649373,0.03841976715288596,0.4745059044111624,0.11656044573810834,2.26496149758766,1.2730682905380788,-0.459872877666709,0.08661773085733031,0.984,3.547649100818716e-13,0.27929480215756775,0.9764496925711724,0.00802301884437251,0.2651788369481234,0.0754390438203768,0.037927236625083405,0.576304564468528,0.37326336716570707,0.0048224508626581505,0.10971061982446906,0.0292899003292542,2.4,2.4,2.4,0.17716936339773262,0.09452777119624269,2.3999999999999773,2.3999999999999773,12
sample_00bae321675e8f0241ef,cf26adb4025a77b6536fab9dbd27ae4295ccf2d6ade07ba84e6c7cb080dd2b28,map_011,map_011,final,0,unknown,unknown,,RECOVERED_LOCAL_local,v3_exact_match,derived-1c6f954ff7dc8568,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,923.821839348233,4621,0.19996143708836212,0.19999999999999574,0.20000000000004547,0.005580523556096282,0.009435797801707623,0.04396801234164937,0.005703646597801049,0.024970314266618995,0.03479314402896409,0.04140630572027259,0.0004672755813144426,0.004493954571230432,0.0017502840338707581,0.05112170274307129,0.05532287604005374,0.15686240410923347,0.0772639594947293,0.0010493533879983212,1.1938418609503758,0.0020478866566975007,21.673434056352832,35.26024264117308,20.517462784326607,30.15417387321776,32.054687850445966,0.16035523409795618,0.4781104306402311,2.833970522183024,7.000000470225751,6.8492640329957775,-0.6984335690908564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16035547832406485,0.5388223451261239,0.4781104306402311,0.007101583254533018,0.055548837550226215,0.02446072095925156,3.5414305886302233,3.7803552249739187,3.5414305886302233,0.041896573199209225,0.0,3.6430784900335045,3.829935178763734,12
sample_00dfaf0f03ccde511f8a,a1ca1518a98c9ccb9bba4a672d005b34d0409a54fe490d877bf348454d524c3d,map_022,map_022,final,1,five_axis,explicit,5,RECOVERED_LOCAL_local,v3_exact_match,ee1b968983f0d0d8,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,1344.7376956598873,6734,0.19972340645475825,0.1999999999999318,0.20004304934850553,-0.0008980841277320832,0.002582208504819935,0.02117193459994155,0.0010764654181746251,0.006508132258454825,0.008574908519494977,0.019523370161726377,0.00012037555026306421,0.014389321670352742,0.0005029964753419668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.76451136626808,48.27027025239632,32.54515258960383,43.60980174978646,45.08422243308528,0.061912707061097534,0.18042472630106787,1.643559779316513,5.505637397122071,4.862933527654192,-0.6046741781661009,0.01581603653452226,0.1312248095408543,0.006534908404177723,0.03976992345735869,0.05252133564745249,0.0007286235550769719,0.08908572558052792,0.003074474389612847,0.061912707061097534,0.34104732123605597,0.18042472630106787,0.002860895149215225,0.23366759125355846,0.013552061749988659,2.5659917217651325,3.0150886339267657,2.5659917217651325,0.02000438759322287,0.021714211916375355,2.58179712666746,3.0230564537794136,10
sample_04121811e20e5ffb78ed,82f89a016233732642e20d176156567e404a1715f3e869e885e36789cdf5dbac,map_006,map_006,final,1,five_axis,explicit,5,RECOVERED_LOCAL_local,v3_exact_match,caa95ee3926759a8,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,273.6878654450602,1370,0.19991809017170212,0.19999999999999996,0.20000000000001705,-0.00018053158182630867,0.002133328274046004,0.01472324162058695,3.695903644235643e-07,0.0082894516376579,0.011567294345686341,0.013674125316513339,0.00016373839174027582,0.0049999976564836105,0.0007191198504769899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.80610710373724,35.63130450412668,15.703221356565436,32.219679610498275,34.6497219447704,0.02301790638536907,0.11227919016050526,0.27531202821789774,2.551376980536258,1.4138079999368893,-0.48021624362692217,0.013060763159501445,0.09074850047933028,2.240568743127163e-06,0.05075695232037811,0.07107508502986985,0.000998237719059476,0.030389004224045765,0.004458296642030418,0.02301790638536907,0.17593406346086812,0.11227919016050526,0.002427405297115035,0.14043961521330778,0.011613353236094354,2.5172412003262066,4.815919737569256,2.5172412003262066,0.0144195120728172,0.006674297252002866,2.776665795862612,4.815919737569256,10
sample_045965030b29bcde16b6,86c4abbb8f8a8538286f7598df7fe3a8b708e82d452239786f27a7fdfa78cc3a,map_013,map_013,final,0,six_axis,explicit,6,RECOVERED_LOCAL_local,v3_exact_match,2e3182561ba5e89c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,1589.8616902147528,7951,0.1999826025427362,0.20000000000004547,0.20000000000004547,0.003958632728728817,0.004026255232133926,0.02508044809691213,0.002478438050697871,0.009066852993203757,0.010426336753300729,0.02190984410882031,0.00019688964902216374,0.028319500875145846,0.0006795008084030498,0.013585412972473166,0.020131586170394396,0.05366343991086353,0.052971977800901016,0.00033262966079696075,0.07023242930969631,0.0015623836563705695,27.980241080162514,49.50912181050166,27.408251536544707,37.52906843866128,43.86003255803193,0.09182942299058602,0.22099284531385946,2.203105212011114,6.97712090085881,5.019704278005846,-0.6028437655774517,0.030777093480297505,0.1938497307349818,0.018825667208814494,0.06936346169475997,0.079864884521725,0.001496817655992407,0.21804973761252466,0.00519865547292981,0.09182942299058602,0.41742933047583036,0.22099284531385946,0.0040571448151467595,0.5472061476053004,0.013624357732525436,3.989411819651389,3.9727861141052756,3.9727861141052756,0.02437327624047581,0.015519803405429734,4.103895814508267,4.267358801845451,12
sample_05c14460cb0a7cb1884f,f9d677626097dfafe832619cf5c76ed687154b65ac340fa50d1c052626ed72e9,map_011,map_011,final,0,unknown,unknown,,RECOVERED_LOCAL_local,v3_exact_match,derived-1c6f954ff7dc8568,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,924.1576151576916,4622,0.19999082777703778,0.19999999999999574,0.20000000000004547,0.0055793342401621124,0.009434304014786564,0.04439953716957298,0.005662556279207268,0.025001703631043887,0.034979219614925186,0.041148930760251105,0.00046921798325270654,0.00475190643006753,0.0017862669082821928,0.051165750342507636,0.05525579845818911,0.08651477610263925,0.07724985517983354,0.00048727523192635574,0.019760575370922864,0.0020553661872596616,21.615762426720316,35.29821713867658,20.496854763256014,30.1505404889594,32.05711724057814,0.15996233285109238,0.4801143449990261,2.819964982015234,7.000000470055206,6.867391635126403,-0.6950525890860252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15996257968514493,0.5396878826298637,0.4801143449990261,0.007134177678201059,0.058222858520278864,0.02423600842871369,3.644999376971323,3.8954398188649173,3.644999376971323,0.042229831894358166,0.0,3.738476119680105,3.989557525853004,12
sample_069bb619f3629f725d8d,a6836feea756762c24051279a7e480339c68267298bd04da00e11f15298e9b99,map_022,map_022,final,0,six_axis,explicit,6,RECOVERED_LOCAL_local,v3_exact_match,2e3182561ba5e89c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,1345.173760777447,6727,0.199996098836968,0.20000000000000284,0.20000000000004547,-0.0009093375801182221,0.0028122159134935003,0.022619567427212064,0.0016449554384566226,0.0064043366933685475,0.009975183242593836,0.022003971094189636,0.00016235665082043986,0.0015188712693333835,0.0006390948314912838,2.0359378918505557e-05,0.0009698981901472322,0.4108726259551183,0.0019021880831255333,0.004590757176981089,1.1270464392513198,0.004755470207815425,29.83942937545115,48.02020411062811,29.227540254720004,39.0,43.39722098412577,0.07051920789424769,0.21975136423783706,1.8659442380093263,6.200000016815511,5.247705733229615,-0.48187643821872844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07051920789424769,0.3743436030042213,0.21975136423783706,0.004185806876183434,0.04077049195613866,0.013625321787734358,2.4015343379378624,3.7842594440317368,2.4015343379378624,0.022506226626897625,0.0,2.4872656057258626,3.8369118496855252,12
sample_0759268263cdc5ce10c7,33c4a3207aea977608fa50f4787598ead9f0d25e14cbff1688796b2a6650b489,map_025,map_025,final,1,five_axis,explicit,5,RECOVERED_LOCAL_local,v3_exact_match,derived-668819143a39da03,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,steer_ff_rad:used_beta_ref_rad;yaw_rate_ref_radps:derived_from_yaw_per_m_and_speed,344.8260487351796,1761,0.1959238913268066,0.19994279810545024,0.20617652355021504,0.000713865799280404,0.028376019322063992,0.16356104133964983,0.012536248215089014,0.08791772494516069,0.11212175581167293,0.15321125276468084,0.006961322186513384,0.05428749330279985,0.03129899295786298,0.00010991102156166741,0.0010417058502315722,0.49983445401437326,0.0,0.004958519809183294,1.6438476910307613,0.0,7.994398207857155,15.0,7.249121929436684,13.387265085319857,15.0,0.14379463144133342,0.44303021369737094,0.9744815828612847,3.5256238656285057,2.3856664768333213,-0.5214829483634856,0.019490482078083994,0.25156317586889054,0.0,0.08099066732310822,0.11220084032524946,0.006662171882558679,0.06925991133366594,0.03857093183768989,0.1395184497890072,0.6709445638940468,0.40369992124609666,0.037355228918264254,0.9077043199025867,0.15523164451690763,2.310450594327653,2.3080931279796983,2.3080931279796983,0.15284230067726245,0.04033359421491812,2.322870828005431,2.3460275110601287,1
sample_08791d869a1dcd8084bc,08a5cefdbe0cd5db3438f98e0b70eed36057749e0b4387e726779c446dca1dfd,map_002,map_002,final,0,six_axis,explicit,6,RECOVERED_LOCAL_local,v3_exact_match,d46c9e86aea3de5c,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,215.24718946308448,1078,0.19985811463610445,0.20000000000000284,0.20000000000001705,-3.388961311121146e-05,0.014211269868459586,0.0850514553387196,0.009687019213671669,0.034483490289534756,0.06140753056612967,0.08304995367050105,0.00168698290131785,0.01196328807419686,0.008984892707393055,-6.838479483776474e-17,0.027582839981266146,0.704617138205204,0.06670931485966472,0.020409300162942658,1.3063907493351086,0.048642208751840124,16.330027422942464,26.71651481540253,19.21703263026506,24.174598454303577,26.432761205652444,0.17792963187538305,0.4770306464306981,2.706388840902701,6.03755518638007,5.898394175779597,-0.4619999897249896,0.13263531153927904,0.8897700838922014,0.0855393865323398,0.3436196201088747,0.5504579447332946,0.027956374957065867,0.5219180019319734,0.16455063081147037,0.1725390158415458,0.740211762025771,0.3443166644833626,0.030822362035556394,0.383919737197141,0.16098680374264374,2.5109482862687296,2.6176908253164766,2.5109482862687296,0.07300681686977618,0.18359345056454385,2.5134859031890615,2.8501183110683552,12
sample_0958e812dab6701413f5,000c51e3ec65f9d3393ece78aea53303c6a9fe3dd65175ae49d254b0d5034b22,map_023,map_023,final,0,unknown,unknown,,RECOVERED_LOCAL_local,v3_exact_match,derived-1c6f954ff7dc8568,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,,245.30488462385864,1228,0.19992248135603802,0.20000000000000107,0.20000000000001705,0.012791501032531693,0.01309276139734424,0.18507027037037282,3.398910693244688e-14,0.008714254235033254,0.17523277891285743,0.18235484243355737,0.0017524664844034313,0.03804326045121212,0.01313486417753658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.357217544155464,35.904088556240666,20.177421190690005,33.08686762518465,35.40648674270736,0.06294707392013253,0.7597994758536784,0.312795772452599,5.7167802185520005,3.2808389750199622,-0.4555718813076169,0.08661773085733031,0.984,3.547649100818716e-13,0.27929480215756775,0.9764496925711724,0.00802301884437251,0.2651788369481234,0.0754390438203768,0.06214284160107739,0.9605076074475468,0.5970508359768805,0.007946038326368723,0.15298516060065537,0.048301927292483296,2.4,2.4,2.4,0.17716936339773262,0.09452777119624269,2.3999999999999773,2.3999999999999773,12
