sample_key,classification,map,report_path_local,route_path_local,build_family,report_file_sha256,route_file_sha256,route_input_hash,hard_certificate_passed,hard_failure_reasons,completed,policy_id_or_thresholds,dynamic_pcd_clearance_m,maximum_slip_ratio,maximum_tire_utilization,maximum_abs_lateral_error_m,maximum_abs_heading_error_deg,vehicle_profile_id,vehicle_profile_fingerprint,axle_count,wheel_count,steer_ff_rad_second_dimension,vehicle_structure,identity_evidence,route_length_m,point_count,modified_time,source_machine,file_size_bytes,transfer_recommended,parse_status,error,match_method,baseline_candidate_count,baseline_route_input_hash,baseline_route_file_sha256,baseline_map,baseline_hard_certificate_passed,baseline_policy_id,baseline_build_family,baseline_vehicle_profile_id,baseline_vehicle_profile_fingerprint,baseline_axle_count,resolution_note,required_for_confirmed_new_transfer
e5f81602ec534784,confirmed_new_unlabeled,cliff_3,,C:\Users\zgz20\Desktop\代码\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\cliff_3.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,e5f81602ec534784ead4d871b92ab70861234ee5220f9af1ef9c49c74b1ccc7e,df261a67248e21426b77629f55551d9fb9d46784c774c5ab64f5ed1962a64f2d,,,,,,,,,,five_axis,ee1b968983f0d0d8305b5afc24afd9ea65d17027e1bebdab5f8bd2dae19edfc5,,,10,five_axis_explicit,explicit_profile_id,230.24376357077125,1152,2026-08-24T15:27:00+08:00,LEGION,214544,true,ok,,no_baseline_match,0,,,,,,,,,,文件哈希未命中，且地图、点数、长度、车型结构组合未命中基线,true
645e80adcac7aa0b,confirmed_new_unlabeled,cliff_6,,C:\Users\zgz20\Desktop\代码\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\cliff_6.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,645e80adcac7aa0bac5f0b4bbc326471b06bd2e8691231d83a419e177d676970,81743eeeb880a828f46830b0288e05c1bcf8662bd072a94af0afebaa3f914cce,,,,,,,,,,five_axis,6e898ff7ac46a2787fb81ecea16e0e5ca585cf290cccb00a7656cb178eb56053,,,,five_axis_explicit,explicit_profile_id,273.69373471975672,1373,2026-08-21T21:18:44+08:00,LEGION,188882,true,ok,,no_baseline_match,0,,,,,,,,,,文件哈希未命中，且地图、点数、长度、车型结构组合未命中基线,true
390aea71b9cc217d,confirmed_new_unlabeled,cross_4,,C:\Users\zgz20\Desktop\代码\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\cross_4.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,390aea71b9cc217dce928f47a93d75ce8d5741cf4af3ce6763159b955a27837f,e7c3044ac9a93e7a57ea13479247125b2ed55e357a41ab56a2dae70fb488c8af,,,,,,,,,,five_axis,c55daff1b698d1f4e5430ac09daa62a4231411205564f579dcecdbf8da0aaefb,,,10,five_axis_explicit,explicit_profile_id,292.16784799351518,1460,2026-08-23T22:11:10+08:00,LEGION,299909,true,ok,,no_baseline_match,0,,,,,,,,,,文件哈希未命中，且地图、点数、长度、车型结构组合未命中基线,true
59aedc56a46a43f6,confirmed_new_unlabeled,ramp_3,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\ramp_3.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,59aedc56a46a43f6ae4410219fa1b5f5c48134a8bd9e5c3a3c91097d06fae1bb,036202fec167543c63b3e3d5b7e37e95d78e4339c174fb1d7b7f0f24f3dfa236,,,,,,,,,,five_axis,6e898ff7ac46a2787fb81ecea16e0e5ca585cf290cccb00a7656cb178eb56053,,,,five_axis_explicit,explicit_profile_id,1186.0072590001739,5941,2026-08-21T22:48:30+08:00,LEGION,797921,true,ok,,no_baseline_match,0,,,,,,,,,,文件哈希未命中，且地图、点数、长度、车型结构组合未命中基线,true
41def24cc9783941,confirmed_new_unlabeled,ramp_6,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\ramp_6.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,41def24cc9783941d20e8014ddce2a94adbd6b198ddc435101fa6e09fd089a54,71f72a3ab6fd94b4e26d9783983d23c536820a9d8a9e1066274b0110cfbbdcaa,,,,,,,,,,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,10,10,five_axis_explicit,explicit_profile_id,1344.7376956598873,6734,2026-08-24T12:26:22+08:00,LEGION,1004564,true,ok,,no_baseline_match,0,,,,,,,,,,文件哈希未命中，且地图、点数、长度、车型结构组合未命中基线,true
33c4a3207aea9776,confirmed_new_unlabeled,turnaround_4,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\turnaround_4.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,33c4a3207aea977608fa50f4787598ead9f0d25e14cbff1688796b2a6650b489,d9d59e6d7dc99aa2fd6cec35250a717b62f7bc318a1cd82b26f80ce9a62ad9e9,,,,,,,,,,five_axis,,,,,five_axis_explicit,explicit_profile_id,344.8260487351796,1761,2026-08-24T04:20:26+08:00,LEGION,197371,true,ok,,no_baseline_match,0,,,,,,,,,,文件哈希未命中，且地图、点数、长度、车型结构组合未命中基线,true
e21033ab8b0e270c,confirmed_new_unlabeled,turnaround_8796_template,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\turnaround_assets\turnaround_8796_template.npz,five_axis/race_guidance_control/turnaround_assets,,e21033ab8b0e270c30b9b389fb292de1c6882fee576762d7b4bc05cb5f98d58d,8c6702ea29ddf3ddd7bb9c140a5070cbc5e49bf1c54a0063667497e2ee79a86c,,,,,,,,,,five_axis,632d2241cc254d61cb4d1d39d68c16af10883df84cb3802790b66a69e8cf5835,,,12,five_axis_explicit,explicit_profile_id,260.64218271896652,2197,2026-08-17T15:03:18+08:00,LEGION,137003,true,ok,,no_baseline_match,0,,,,,,,,,,文件哈希未命中，且地图、点数、长度、车型结构组合未命中基线,true
1ec33434bae3e9e5,confirmed_new_unlabeled,turnaround_4_tuning,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\turnaround_4_tuning\performance_routes\turnaround_4.before_steering_smoothing_20260824.npz,five_axis/turnaround_4_tuning/performance_routes,,1ec33434bae3e9e573473f579110b2449c08beb70fa5f6ebe84068a7226d5537,fa3ebb67f732563d291d4123a9461f9fbf22623fb7d651da5d13639b774cb96b,,,,,,,,,,five_axis,,,,,five_axis_explicit,explicit_profile_id,344.8260487351796,1761,2026-08-24T04:04:02+08:00,LEGION,195950,true,ok,,no_baseline_match,0,,,,,,,,,,文件哈希未命中，且地图、点数、长度、车型结构组合未命中基线,true
fe99043c80742250,confirmed_new_unlabeled,turnaround_1_dynamic,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\turnaround_8796_backend\race_guidance_control\routes_performance\unified\turnaround_1_dynamic.npz,five_axis/turnaround_8796_backend/race_guidance_control/routes_performance,,fe99043c80742250d8af82b318b64d223d7ec25343f9720d686505e49ee53115,ac723a6cc776a7e4aa6277ef3cc19a270bad679ce0f4bdafce213379d65fcd21,,,,,,,,,,,,,,12,six_axis_structural,steer_vector_dimension,260.64218271896652,2197,2026-08-17T15:03:18+08:00,LEGION,136452,true,ok,,no_baseline_match,0,,,,,,,,,,文件哈希未命中，且地图、点数、长度、车型结构组合未命中基线,true
929f70daa74cfcd7,confirmed_new_unlabeled,RoadC,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\six_axis\race_guidance_control\routes\RoadC.npz,six_axis/race_guidance_control/routes,,929f70daa74cfcd716e2a3be6df67e0ac8dc1791913911d662e3ec9edc71a999,31a380243c7b895ef2536773b5740b361c13e43f9d8c5b1a4b4785c90b06c5c0,,,,,,,,,,,,,,12,six_axis_structural,steer_vector_dimension,9666.5895616409398,48334,2026-08-23T12:08:32+08:00,LEGION,5952115,true,ok,,no_baseline_match,0,,,,,,,,,,文件哈希未命中，且地图、点数、长度、车型结构组合未命中基线,true
