sample_key,classification,map,report_path_local,route_path_local,build_family,report_file_sha256,route_file_sha256,route_input_hash,hard_certificate_passed,hard_failure_reasons,completed,policy_id_or_thresholds,dynamic_pcd_clearance_m,maximum_slip_ratio,maximum_tire_utilization,maximum_abs_lateral_error_m,maximum_abs_heading_error_deg,vehicle_profile_id,vehicle_profile_fingerprint,axle_count,wheel_count,steer_ff_rad_second_dimension,vehicle_structure,identity_evidence,route_length_m,point_count,modified_time,source_machine,file_size_bytes,transfer_recommended,parse_status,error
10cf8005d0296f81,damaged_or_unreadable,ramp_3,,C:\Users\zgz20\Desktop\代码\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\ramp_3.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,10cf8005d0296f81dfe1b8701c490ab0762a99486992235651df66251e0243e7,,,,,,,,,,,,,,,,unknown_or_conflict,path_only,,,2026-09-18T13:31:11+08:00,LEGION,659738,true,error,BadZipFile: File is not a zip file
82bea6cdf0deaa0c,local_duplicate,bridge_4,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\bridge_4.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,82bea6cdf0deaa0cd3f30d3097a8403d472522d9cb0a54304391cab1b6292b6e,af14cc5e88e87300f151dc695a7fd945c4533655fc7ee100a625731eec093f14,,,,,,,,,,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,214.821007,1040,2026-08-26T21:50:26+08:00,LEGION,184843,true,ok,
e5f81602ec534784,local_duplicate,cliff_3,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\cliff_3.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,e5f81602ec534784ead4d871b92ab70861234ee5220f9af1ef9c49c74b1ccc7e,df261a67248e21426b77629f55551d9fb9d46784c774c5ab64f5ed1962a64f2d,,,,,,,,,,five_axis,ee1b968983f0d0d8305b5afc24afd9ea65d17027e1bebdab5f8bd2dae19edfc5,,,10,five_axis_explicit,explicit_profile_id,230.243764,1152,2026-08-24T15:27:00+08:00,LEGION,214544,true,ok,
645e80adcac7aa0b,local_duplicate,cliff_6,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\cliff_6.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,645e80adcac7aa0bac5f0b4bbc326471b06bd2e8691231d83a419e177d676970,81743eeeb880a828f46830b0288e05c1bcf8662bd072a94af0afebaa3f914cce,,,,,,,,,,five_axis,6e898ff7ac46a2787fb81ecea16e0e5ca585cf290cccb00a7656cb178eb56053,,,,five_axis_explicit,explicit_profile_id,273.693735,1373,2026-08-21T21:18:44+08:00,LEGION,188882,true,ok,
6f2a58b7ed17a685,local_duplicate,cross_3,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\cross_3.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,6f2a58b7ed17a6855589f0762abcad06335f5c2817dd0b54670275980eeb03c6,aa09934d1a31e7ec5049965f5db0c4e098e6e72aad9cf957c498614b1cd768ef,,,,,,,,,,five_axis,6e898ff7ac46a2787fb81ecea16e0e5ca585cf290cccb00a7656cb178eb56053,,,,five_axis_explicit,explicit_profile_id,383.962868,1946,2026-08-21T22:35:30+08:00,LEGION,179123,true,ok,
390aea71b9cc217d,local_duplicate,cross_4,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\cross_4.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,390aea71b9cc217dce928f47a93d75ce8d5741cf4af3ce6763159b955a27837f,e7c3044ac9a93e7a57ea13479247125b2ed55e357a41ab56a2dae70fb488c8af,,,,,,,,,,five_axis,c55daff1b698d1f4e5430ac09daa62a4231411205564f579dcecdbf8da0aaefb,,,10,five_axis_explicit,explicit_profile_id,292.167848,1460,2026-08-23T22:11:10+08:00,LEGION,299909,true,ok,
ec6a3c490e92fc1f,local_duplicate,mounarea_3,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\mounarea_3.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,ec6a3c490e92fc1f7a74a8f19cfef03bbdc8afcedfae17c45ff736a19b323b4f,de7591b35a54b27de4aa94cb8779defcbfb1e643bf0fa3a8010edccbd324f3dc,,,,,,,,,,five_axis,6e898ff7ac46a2787fb81ecea16e0e5ca585cf290cccb00a7656cb178eb56053,,,,five_axis_explicit,explicit_profile_id,1588.30198,7955,2026-08-22T18:34:42+08:00,LEGION,1130236,true,ok,
0dd0ad564cc7ec07,local_duplicate,mounarea_6,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\mounarea_6.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,0dd0ad564cc7ec07abfe748a1a04a4e9db1023e19561382d933a17ac10eebc99,8214a6c72b31cc9ebf09d360734fb0fa501b30fdfaae04bac87913a8f53e7f8a,,,,,,,,,,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,10,five_axis_explicit,explicit_profile_id,1083.5309,5424,2026-08-24T08:55:02+08:00,LEGION,786745,true,ok,
01ceb4d030f51a16,local_duplicate,narrow_4,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\narrow_4.npz,five_axis/race_guidance_control/routes/five_axis_ay_v1_release,,01ceb4d030f51a16958b5ef781e78538e8d5f7d20d5443d4c36e4728a46c573a,0d14ad5750790d68c85b3b50e56eb978633a2936f2af7239dc41720a180a48db,,,,,,,,,,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,228.004767,1148,2026-08-24T03:16:54+08:00,LEGION,136925,true,ok,
33c4a3207aea9776,local_duplicate,turnaround_4,,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\turnaround_4_tuning\performance_routes\turnaround_4.npz,five_axis/turnaround_4_tuning/performance_routes,,33c4a3207aea977608fa50f4787598ead9f0d25e14cbff1688796b2a6650b489,d9d59e6d7dc99aa2fd6cec35250a717b62f7bc318a1cd82b26f80ce9a62ad9e9,,,,,,,,,,five_axis,,,,,five_axis_explicit,explicit_profile_id,344.826049,1761,2026-08-24T04:20:26+08:00,LEGION,197371,true,ok,
e21033ab8b0e270c,local_duplicate,turnaround_8796_template,,E:\BaiduNetdiskDownload\使命召唤\OnSite-B-1150-Unified\five_axis\race_guidance_control\turnaround_assets\turnaround_8796_template.npz,five_axis/race_guidance_control/turnaround_assets,,e21033ab8b0e270c30b9b389fb292de1c6882fee576762d7b4bc05cb5f98d58d,8c6702ea29ddf3ddd7bb9c140a5070cbc5e49bf1c54a0063667497e2ee79a86c,,,,,,,,,,five_axis,632d2241cc254d61cb4d1d39d68c16af10883df84cb3802790b66a69e8cf5835,,,12,five_axis_explicit,explicit_profile_id,260.642183,2197,2026-08-17T15:03:18+08:00,LEGION,137003,true,ok,
