sample_id,route_file_sha256,map_id,map_group,vehicle_structure,label_status,true_label,route_id,feature_version,feature_source,feature_missing_reason,vehicle_config_fingerprint_summary,route_length_m,point_count,sampling_spacing_mean_m,sampling_spacing_p50_m,sampling_spacing_p95_m,curvature_mean_1pm,curvature_abs_max_1pm,curvature_abs_p50_1pm,curvature_abs_p90_1pm,curvature_abs_p95_1pm,curvature_rate_abs_mean_1pm2,curvature_rate_abs_max_1pm2,curvature_rate_abs_p95_1pm2,grade_mean_ratio,grade_abs_max_ratio,grade_abs_p95_ratio,grade_change_abs_mean_1pm,grade_change_abs_max_1pm,grade_change_abs_p95_1pm,speed_mean_mps,speed_max_mps,speed_p50_mps,speed_p90_mps,speed_p95_mps,speed_curvature_abs_mean_radps,speed_curvature_abs_max_radps,speed_curvature_abs_p95_radps,speed_abs_curvature_corr,steering_ff_abs_mean_rad,steering_ff_abs_max_rad,steering_ff_abs_p50_rad,steering_ff_abs_p90_rad,steering_ff_abs_p95_rad,steering_ff_change_abs_mean_radpm,steering_ff_change_abs_max_radpm,steering_ff_change_abs_p95_radpm,yaw_rate_abs_mean_radps,yaw_rate_abs_max_radps,yaw_rate_abs_p95_radps,yaw_accel_abs_mean_radps2,yaw_accel_abs_max_radps2,yaw_accel_abs_p95_radps2,local20m_curvature_abs_max_1pm,local20m_steering_change_abs_max_rad,static_left_margin_min_m,static_right_margin_min_m,static_lr_margin_min_m,steering_vector_dimension
LOCAL-ZYJisBoss-5928b9b07115143c,5928b9b07115143c4de963531b820d1638307820d0bba6aac82ecac5757ab1c8,turnaround_4,turnaround,six_axis_structural,unmatched_candidate,,turnaround_4,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,351.882175658,1761,0.199933054351,0.199999036847,0.199999999794,0.0011241801468,0.441787196781,0.0124738324862,0.0895276812267,0.143440125028,0.00474769256509,0.0646654064253,0.0209284577217,2.38834909167e-9,0.603447688658,0,0.00863889150594,3.49716759209,0,8.24212744533,15,9,13.9129280635,15,0.157402861198,2.598428242,0.495759258523,-0.478420007982,0.212827350981,0.984,0.0985165006146,0.642407573137,0.751056681518,0.0650174220288,1.89455533332,0.256277749166,0.149158080481,1.2506009476,0.432458628905,0.419795260676,13.7331398654,1.9567221794,0.441787196781,0.979185250605,2.31045059433,2.30809312798,2.30809312798,12
LOCAL-ZYJisBoss-59aedc56a46a43f6,59aedc56a46a43f6ae4410219fa1b5f5c48134a8bd9e5c3a3c91097d06fae1bb,ramp_3,ramp,five_axis_explicit,unmatched_candidate,,ramp_3,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,1186.007259,5941,0.199664521717,0.200017041535,0.200023561545,-0.00253199306569,0.141477167359,0.000632477493596,0.00616774799562,0.00897499419062,0.000285857107648,0.037420531796,0.000550973049802,0,0,0,0,0,0,33.7979372501,54.8319002966,31.313869061,50.2003390343,51.5309089982,0.0627962301837,0.400763945878,0.181365235395,-0.414016193031,0,0,0,0,0,0,0,0,0.0627962301837,0.400763945878,0.181365235395,0.0704795149889,0.986182662682,0.382495418717,0.141477167359,0,3.81557843006,3.38751448608,3.38751448608,1
LOCAL-ZYJisBoss-5af8e85b784abd44,5af8e85b784abd440e6a94696c5266786669d964a7e3ccef8131b5086faddd4f,mounarea_6,other,six_axis_structural,unmatched_candidate,,mounarea_6,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,2e3182561ba5e89c,1083.47188447,5418,0.200013270162,0.2,0.200127752424,-0.00435920630458,0.0283801133649,0.00332807875279,0.0172126609272,0.0204108756858,0.000394028889464,0.0630471647794,0.00127607768085,-0.0603877798047,0.106819857173,0.105099304909,0.000805922996123,0.05373810701,0.00205653210355,25.4070516819,43.5219036137,24.668879942,37.3964553564,40.9909946592,0.132328986781,0.760915533528,0.355585217123,-0.588010054302,0.0477059838992,0.182165051974,0.0237018990701,0.132409901608,0.157350603955,0.00230501871592,0.0471604399874,0.00904535971516,0.132328986781,0.760915533528,0.355585217123,0.170312869736,45.3765027562,0.373138740532,0.0283801133649,0.140997560923,3.92365948115,4.0075758665,3.92365948115,12
LOCAL-ZYJisBoss-5f6c5dfad097187a,5f6c5dfad097187aa34cfb24f17f6d7dfed938594327861cdbff9c0f1c5d95a7,RoadC,other,five_axis_explicit,unmatched_candidate,,RoadC,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,4ec13c407273a370,9668.23722586,48343,0.199996632863,0.2,0.200000000001,0.000649438315666,0.107097390561,4.02777875022e-12,0.00208734305182,0.0212671879694,0.000229137838281,0.0189938303151,0.00116759353451,0,0,0,0,0,0,32.1050721131,80,30.5100993845,52.5462661348,59.8552551143,0.0160108267279,0.256812279047,0.153600713509,-0.419582348794,0,0,0,0,0,0,0,0,0.0160108267279,0.256812279047,0.153600713509,0.00986763110261,0.673700406906,0.0580404149926,0.107097390561,0,2.88048146737,2.96941529175,2.88048146737,1
LOCAL-ZYJisBoss-645e80adcac7aa0b,645e80adcac7aa0bac5f0b4bbc326471b06bd2e8691231d83a419e177d676970,cliff_6,cliff,five_axis_explicit,unmatched_candidate,,cliff_6,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,273.69373472,1373,0.199485229388,0.200922095396,0.200931719771,-0.000164367834789,0.0441287666256,0.00198153595114,0.00742195267005,0.0102266784554,0.000354271450064,0.0232493909281,0.000759353366978,0,0,0,0,0,0,32.1469847912,42.5795184067,36.5558255451,40.9386535034,41.5939277513,0.0593406890441,0.244373246584,0.176614042655,-0.653460333368,0,0,0,0,0,0,0,0,0.0593406890441,0.244373246584,0.176614042655,0.0894868197397,8.52140654284,0.392262565423,0.0441287666256,0,5.7285353262,5.43626540625,5.43626540625,1
LOCAL-ZYJisBoss-67c5ef8c5a0ae4b0,67c5ef8c5a0ae4b0b60db980985d00d5c30a9028b476205429be995a3a6ee3b2,cliff_3,cliff,six_axis_structural,unmatched_candidate,,cliff_3,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,2e3182561ba5e89c,230.399989522,1153,0.199999990905,0.2,0.2,0.00513928102131,0.00523905053757,0.00513909644453,0.00513909645024,0.00513909645225,0.00000109659223482,0.000230051459319,8.62978716612e-10,0,0,0,0,0,0,28.109764671,31.6083799817,31.6083799817,31.6083799817,31.6083799817,0.14446192985,0.16559712636,0.162438513375,-0.0717453205529,0.0391573851026,0.0399219598933,0.0391559706114,0.0391559706551,0.0391559706705,0.0000175858717399,0.00480896011526,5.35217116286e-9,0.138080809448,0.163149878187,0.160037940213,0.0113373484864,0.223043767748,0.0294405437945,0.00523905053757,0.000961792023051,2.4,2.4,2.4,12
LOCAL-ZYJisBoss-6ef28b4eccb9fcf2,6ef28b4eccb9fcf2f36082c66435c8f4c5228c33b303ac097f52dc9c86d289f5,turnaround_2,turnaround,six_axis_structural,unmatched_candidate,,turnaround_2,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,c55daff1b698d1f4,370.698209837,1769,0.209670933166,0.199679544666,0.296221567381,0.00861268243465,0.185141293034,0.0103583322091,0.0158779972404,0.0886069451198,0.00161781849537,0.0391948503509,0.00507891580487,0,0,0,0,0,0,16.3972025361,21.6649377754,18.5913576201,21.660018457,21.660222804,0.196653518945,0.796107560046,0.360278194817,-0.475857309032,0.106585084758,0.984,0.0635672697304,0.09734981909,0.595011159679,0.00919981226625,0.310624129679,0.0284987181725,0.196653518945,0.796107560046,0.360278194817,0.143905623434,1.45420421445,0.622545116891,0.185141293034,0.930703744481,2.85547854171,1.25132403386,1.25132403386,10
LOCAL-ZYJisBoss-6f2a58b7ed17a685,6f2a58b7ed17a6855589f0762abcad06335f5c2817dd0b54670275980eeb03c6,cross_3,cross,five_axis_explicit,unmatched_candidate,,cross_3,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,383.962867735,1946,0.197410214774,0.200813070894,0.212235881544,-0.00373534407504,0.0620076132262,1.22434728671e-15,0.0104901646054,0.0343889553173,0.000416766045408,0.00432921555674,0.00264855397055,0,0,0,0,0,0,24.7438086365,43.8074988477,24.3903801657,38.6326274903,41.5318998697,0.058376967322,0.561296932236,0.376296005179,-0.474605186082,0,0,0,0,0,0,0,0,0.058376967322,0.561296932236,0.376296005179,0.096267817621,0.976019239978,0.537341453624,0.0620076132262,0,3.1802259202,4.45121917834,3.1802259202,1
LOCAL-ZYJisBoss-8007a657b6bc3ada,8007a657b6bc3ada345257d7659ed3a2d2a3af01b9ea42c4f420262a11880cca,overpass_2,overpass,six_axis_structural,unmatched_candidate,,overpass_2,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,2589.58393354,12949,0.199998759155,0.2,0.2,-0.00249489765473,0.117026990815,0.000281342760364,0.00849472149639,0.0111005460753,0.000205393207551,0.0139941068799,0.000857661526357,-0.00404430308577,0.0456862505869,0.0395746273062,0.000167231297158,0.00588835622191,0.0011119705549,31.2842019461,50,31.9107171754,43.8885164016,46.9341098201,0.0705821225511,0.771042487509,0.226089982892,-0.480164991493,0.0274811240659,0.984,0.00128543108019,0.0649505032903,0.0835829214689,0.00705211946543,3.03680685574,0.00645153013543,0.0719165917796,1.9332467637,0.224101048192,0.0127275489565,5.93225112649,0.0158601009337,0.117026990815,0.979920353001,3.0950950094,3.27202309174,3.0950950094,12
LOCAL-ZYJisBoss-82bea6cdf0deaa0c,82bea6cdf0deaa0cd3f30d3097a8403d472522d9cb0a54304391cab1b6292b6e,bridge_4,other,five_axis_explicit,unmatched_candidate,,bridge_4,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,4ec13c407273a370,214.821006738,1040,0.206757465581,0.199999999991,0.287337229809,0.000484150644667,0.132745316719,0.0104744829286,0.0241769836729,0.0391187815577,0.00492183586378,1.20225852067,0.00838867539088,-0.00150801593222,0.12024365358,0.0660114189898,0.00468355652835,0.258501963933,0.00904183634331,13.371459997,17.3308662286,17.2046004742,17.3308662286,17.3308662286,0.148163626725,0.571094204531,0.329027451836,-0.445868569302,0.0279655581622,0.416208995029,0,0.0389495002524,0.352770721785,0.003862371403,0.0930203594876,0.0270770133339,0.148163626725,0.571094204531,0.329027451836,0.294227779781,26.3473957972,0.758116567399,0.132745316719,0.41477880802,3.21498627324,2.92779716968,2.92779716968,1
LOCAL-ZYJisBoss-8750337ef091c655,8750337ef091c6551bf6724db22ddb8306bf52be2f6899de7c5c14f279097251,turnaround_1,turnaround,five_axis_explicit,unmatched_candidate,,turnaround_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,derived:f2f3cb8633a21b8a,244.642182719,2035,0.120276392684,0.1,0.1,0.00301661968832,0.175372533679,3.55271367880e-14,7.10542735760e-14,0.000110458059463,0.0004649833099,0.029956838129,0.00012386422982,0,0,0,0,0,0,24.4110748132,40,24.4062887388,37.238792259,39.3630241847,0.0272875317647,1.18669349263,0.00142558422802,-0.311806118866,0.00225384354512,0.0688756481937,0,0,0,0.000351697349789,0.0178656802573,0,0.0272875317647,1.18669349263,0.00142558422802,0.0425454147867,4.59471000786,0.040803854965,0.175372533679,0.0655282634628,3.39673432302,2.31614006239,2.31614006239,1
LOCAL-ZYJisBoss-8b2e7c13886a99f4,8b2e7c13886a99f45a37ffefb8f1f51afc9f576a9e83480095432f608ce5dd74,narrow_4,narrow,six_axis_structural,unmatched_candidate,,narrow_4,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,229.330791316,2288,0.100275816054,0.0999989406149,0.103777578763,-0.00149224452085,0.194588630678,0.0110172881853,0.0455410305567,0.0545267565818,0.00586167905299,0.0966044296484,0.0298287570766,0,0,0,0,0,0,7.49848791898,18,5,18,18,0.0638813360429,0.790435291193,0.226759436204,-0.536252383987,0.166361767689,0.933167113939,0.103506655792,0.41730156353,0.477030598385,0.0624935743157,1.42062394497,0.414975251199,0.0169276936954,0.102223093066,0.0433031613657,0,0,0,0.194588630678,0.830101972112,0,0,0,12
LOCAL-ZYJisBoss-8f44c9d01c3b5a47,8f44c9d01c3b5a478a73633a5022e8f19e2f4d3de3c50db8daf8d08cb2daeb2b,mounarea_1,other,five_axis_explicit,unmatched_candidate,,mounarea_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,3e0eeb09caeac59c,918.89012137,4618,0.19902320151,0.2,0.200605987277,0.00568418221358,0.0345782746985,0.00617106602252,0.0233453560407,0.0307733922945,0.000312362663725,0.00507892922891,0.00101792938208,0.0515399644875,0.0916340100244,0.0778937980388,0.000518620518702,0.0309286741371,0.00212506983098,21.151514892,33.0171959921,20.5781454085,29.2250240136,30.2304728289,0.16410827325,0.43810674043,0.410994468024,-0.748222904531,0.0395956561792,0.0928438198862,0.0397772374532,0.0696066537522,0.0838972408531,0.000676060249658,0.00199083639286,0.00162622487388,0.16410827325,0.43810674043,0.410994468024,0.0882466466891,3.08674098756,0.20784187551,0.0345782746985,0.0325827758599,2.35647508246,2.27301550506,2.27301550506,1
LOCAL-ZYJisBoss-929f70daa74cfcd7,929f70daa74cfcd716e2a3be6df67e0ac8dc1791913911d662e3ec9edc71a999,RoadC,other,six_axis_structural,unmatched_candidate,,RoadC,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,9666.58956164,48334,0.199999784032,0.2,0.200016068286,0.000664928526301,0.113698664214,1.13820064485e-12,0.00253991074697,0.0203494397002,0.000232976867816,0.0147521490756,0.00119455469265,0,0,0,0,0,0,35.3225455577,50,38,50,50,0.0290425186588,0.716107086351,0.183060359975,-0.493810105169,0,0,0,0,0,0,0,0,0.0297753352797,0.716107086351,0.183060359975,0.0263833244756,1.82623889585,0.14102539186,0.113698664214,0,2.27884553496,2.95433897386,2.27884553496,12
LOCAL-ZYJisBoss-953a8b9da5119b94,953a8b9da5119b94d1e1a610c40a815c29e72b69c25d2c011dbf101fc1ca35a5,narrow_1,narrow,five_axis_explicit,unmatched_candidate,,narrow_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,57.4439060889,288,0.200152982888,0.200176329674,0.200176329674,-4.43628726563e-8,0.00406897854753,0.0025934700463,0.00400572816254,0.00405394404238,0.000282653775908,0.000788073148143,0.00068860536567,0,0,0,0,0,0,17.1370572077,25.6987457799,18.2408311306,24.3439288733,25.0303746943,0.0366854753909,0.0869711227289,0.0854524835896,-0.275038292806,0,0,0,0,0,0,0,0,0.0366854753909,0.0869711227289,0.0854524835896,0.0828020522632,0.44833936597,0.290927062255,0.00406897854753,0,1.75,1.54361201981,1.54361201981,1
LOCAL-ZYJisBoss-aaac3382a0880116,aaac3382a0880116bc4c5b137001147b07638023b2bb112ffb858704f7daeab9,ramp_6,ramp,six_axis_structural,unmatched_candidate,,ramp_6,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,2e3182561ba5e89c,1345.9953223,6732,0.199969591784,0.2,0.200005203988,-0.000908173661784,0.0220344318012,0.00165651966805,0.00633954860742,0.0100009586978,0.000165879421442,0.0021512485418,0.000655744041476,0.0000203509834798,0.0629138530628,0.000303659309918,0.000627923759511,0.0397233939073,0.000186289148201,29.7366043488,47.8967846736,29,39,43.2515259555,0.0701523971225,0.369612602352,0.221777476105,-0.476108947397,0.0214464536326,0.170768018203,0.0127944246645,0.0482631964183,0.0767759380753,0.00153994079899,0.0232185266847,0.00598683029438,0.0675351620753,0.371128425277,0.222714445252,0.0977030748082,1.11287398754,0.32010628863,0.0220344318012,0.124201471746,3.45394797519,3.62297379293,3.45394797519,12
LOCAL-ZYJisBoss-ba62e96011ce4f85,ba62e96011ce4f85028c8f4f2a919f9434611d2aa771e1b28ca9fdf9533832ce,ramp_1,ramp,six_axis_structural,unmatched_candidate,,ramp_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,858.974914948,4296,0.199994159476,0.2,0.2,0.000642406697823,0.0200813322626,0.0000411673412477,0.00923367938912,0.0186292626449,0.000153563243601,0.0188621067344,0.000680703751564,0,0,0,0,0,0,32.0511555925,45.4663409553,35.1305604213,42.1849692981,43.2493857213,0.0349387185264,0.319127001202,0.266714817721,-0.643851673518,0,0,0,0,0,0,0,0,0.0359035951562,0.339497412881,0.284728617111,0,0,0,0.0200813322626,0,3.58246746547,2.67801609314,2.67801609314,12
LOCAL-ZYJisBoss-bb2dcffec0dc2d79,bb2dcffec0dc2d79bc03a94fd08394006478ca867c0178aa819d0b7c1c5ccd50,cross_2,cross,five_axis_explicit,unmatched_candidate,,cross_2,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,3e0eeb09caeac59c,342.733244729,1715,0.199961052934,0.2,0.2,0.00457674554457,0.095390282193,0.0000428310312721,0.0133490873721,0.0310123341201,0.000598137083142,0.0112669437497,0.00425305818756,0,0,0,0,0,0,24.5903045648,43.5339272731,25.0944121475,38.5470323132,41.1210092733,0.0469047789619,0.748594659525,0.322330606503,-0.460312109075,0,0,0,0,0,0,0,0,0.0469047789619,0.748594659525,0.322330606503,0.0604107898326,1.3498175546,0.433539342408,0.095390282193,0,3.7440256076,4.85314687767,3.7440256076,1
LOCAL-ZYJisBoss-bc56b4605db87979,bc56b4605db87979ec915af8ec89d844b5ecaefa9216d80b9b2e17972c75317c,turnaround_4,turnaround,six_axis_structural,unmatched_candidate,,turnaround_4,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,351.882175658,1761,0.199933054351,0.199999036847,0.199999999794,0.0011241801468,0.441787196781,0.0124738324862,0.0895276812267,0.143440125028,0.00474769256509,0.0646654064253,0.0209284577217,2.38834909167e-9,0.603447688658,0,0.00863889150594,3.49716759209,0,9.10628986111,15,9,13.9129280635,15,0.226983180209,2.598428242,1.04550851725,-0.299308689518,0.212827350981,0.984,0.0985165006146,0.642407573137,0.751056681518,0.0650174220288,1.89455533332,0.256277749166,0.212262531009,1.41174859138,0.916951288239,0.505391856762,13.7331398654,1.9567221794,0.441787196781,0.979185250605,2.31045059433,2.30809312798,2.30809312798,12
LOCAL-ZYJisBoss-bdbfd3974b302da3,bdbfd3974b302da3d3aebb4799edb19eb5015b911e5b5e3f23322de01a5dfeaa,ramp_3,ramp,six_axis_structural,unmatched_candidate,,ramp_3,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,2e3182561ba5e89c,1187.14711515,5937,0.199991090826,0.2,0.2,-0.00223796964466,0.0256057739039,0.000472904800518,0.00616858420206,0.00804153535121,0.00010980255918,0.00410589263228,0.000494466746313,0,0,0,0,0,0,31.2642519496,45.1240003135,31.2244192884,40.9269619102,42.6836889218,0.0610397755379,0.376456109325,0.181250062956,-0.425155894633,0.0173477286251,0.197942101161,0.00358311722094,0.0470525995301,0.061457911204,0.00083893503035,0.0318747171594,0.00373199499787,0.0610397755379,0.376456109325,0.181250062956,0.0629950503511,1.0086378817,0.306626392754,0.0256057739039,0.195361074952,2.4,2.4,2.4,12
LOCAL-ZYJisBoss-c314263dc039c205,c314263dc039c2057a63fc71c337cfdd6d2aec9b2489a352bacf4d53a7443bcd,mounarea_2,other,five_axis_explicit,unmatched_candidate,,mounarea_2,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,468.069136538,2342,0.199944099333,0.2,0.2,0.00329494482073,0.0202183417254,0.00536447708016,0.0135565116663,0.0178820670139,0.000223742182668,0.00428995597622,0.000481232201016,0.0388146870304,0.109459965681,0.0989628289724,0.0013303328706,0.124632870406,0.00251272625942,23.6141893386,34.5313181652,23.984039222,30.7877810507,32.6086389722,0.132743409865,0.332791220528,0.312868259395,-0.427120065643,0,0,0,0,0,0,0,0,0.132743409865,0.332791220528,0.312868259395,0.104284323505,2.67577669776,0.207047181055,0.0202183417254,0,3.74803325586,4.24879022246,3.74803325586,1
LOCAL-ZYJisBoss-cb5ab5cec055356c,cb5ab5cec055356c1f597fdaaab87e88f18065afa75dcf93f69488db4dfcc2c0,narrow_1,narrow,six_axis_structural,unmatched_candidate,,narrow_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,49.9564057291,251,0.199825622916,0.2,0.2,0.0000601047355269,0.00674122357771,0.00371650135614,0.00661624968118,0.0067083366885,0.000488263885413,0.00181006712341,0.00106450487538,0,0,0,0,0,0,16.4818971672,25.0557938089,17.5311748382,23.7769235017,24.4303382336,0.0493521202938,0.132262572375,0.129259586241,-0.489921306985,0,0,0,0,0,0,0,0,0.0493521202938,0.132262572375,0.129259586241,0,0,0,0.00674122357771,0,1.74936536981,1.75,1.74936536981,12
LOCAL-ZYJisBoss-d01d64e359d188ec,d01d64e359d188ec0b2f979e0f2747d72e1603e2ea3dc378212db95b3122b30e,cliff_1,cliff,six_axis_structural,unmatched_candidate,,cliff_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,135.01513176,677,0.199726526273,0.2,0.2,0.000752406733342,0.00864017018267,0.00203154065203,0.00625650457797,0.00663033856241,0.000303653803809,0.00408763827323,0.00112847172679,0.000590667231217,0.00647209537441,0.000623639047906,0.000106250142186,0.0553328351593,0.0000524050795314,21.951835856,29.231143825,23.6696236854,27.9520693201,28.6905839122,0.0639690545179,0.188086124578,0.167378105877,0.244994671215,0,0,0,0,0,0,0,0,0.0549762508879,0.147308193972,0.139790052869,0,0,0,0.00864017018267,0,4.61535447009,4.92389634308,4.61535447009,12
LOCAL-ZYJisBoss-d13f4bbcd386b080,d13f4bbcd386b080307467805e1ca8c2e08e2a64368600dde8d5ad67fdd158b1,turnaround_1,turnaround,six_axis_structural,unmatched_candidate,,turnaround_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,6e898ff7ac46a278,260.642182719,2197,0.118689518542,0.1,0.1,0.00278851645571,0.174411550673,3.55271367880e-14,7.10542735760e-14,0.0000383874237493,0.000758194042211,0.11379110238,0.000294160263785,0,0,0,0,0,0,22.4564587174,37.4054793258,22.4810571484,33.7374069644,35.6176724585,0.0232713647353,1.07263103664,0.000568312649176,-0.313247517713,0.0221866139123,0.984,2.69018585186e-13,5.38037170372e-13,8.07055755559e-13,0.0022847504942,0.220819159784,5.44762635002e-12,0.0210224673064,0.974577194027,2.96940546916e-12,0.02724401742,3.36122350201,1.18120055673e-9,0.174411550673,0.845612532997,3.39673432302,2.31614006239,2.31614006239,12
LOCAL-ZYJisBoss-d1f395b6e1c94cd9,d1f395b6e1c94cd9eb29019d393e513762442a2d6a9c096096b78ce7fe610474,cliff_6,cliff,six_axis_structural,unmatched_candidate,,cliff_6,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,2e3182561ba5e89c,273.687074106,1370,0.19991751213,0.2,0.2,0.000202337037953,0.0124992045307,0.00199999904824,0.0075342705156,0.0087876420412,0.000167682683094,0.00175410735527,0.00070348063407,0,0,0,0,0,0,29.3307690926,36.0175604798,32.1678048994,34.7681325854,35.2286721173,0.0566878447238,0.250658441301,0.175194480791,-0.722799145427,0.0188737698349,0.0959145742824,0.0151827041197,0.0575516942895,0.0672093589986,0.00129687280427,0.0147183129347,0.00544109867912,0.0566878447238,0.250658441301,0.175194480791,0.0840222551198,0.490139883509,0.327772855709,0.0124992045307,0.0882432566875,4.99744681671,4.99664879346,4.99664879346,12
