sample_id,route_file_sha256,map_id,vehicle_structure,vehicle_structure_evidence,vehicle_axis_count,source_machine,feature_version,match_status,error_type,error_message
UNMATCHED-ZYJisBoss-10cf8005d0296f81,10cf8005d0296f81dfe1b8701c490ab0762a99486992235651df66251e0243e7,ramp_3,unknown,unknown,,ZYJisBoss_local,pathguard_preexec_v2.0.0,unmatched_candidate,BadZipFile,BadZipFile: File is not a zip file
