sample_id,route_file_sha256,map_id,route_id,label_status,true_label,vehicle_structure,vehicle_structure_evidence,vehicle_axis_count,source_machine,match_status,vehicle_configuration_fingerprint_summary,feature_version,feature_source,feature_missing_reason,route_length_m,point_count,sampling_spacing_mean_m,sampling_spacing_median_m,sampling_spacing_p95_m,curvature_mean_1pm,curvature_abs_mean_1pm,curvature_abs_max_1pm,curvature_abs_p50_1pm,curvature_abs_p90_1pm,curvature_abs_p95_1pm,curvature_abs_p99_1pm,curvature_change_abs_mean_1pm2,curvature_change_abs_max_1pm2,curvature_change_abs_p95_1pm2,slope_mean,slope_abs_mean,slope_abs_max,slope_abs_p95,slope_change_abs_mean_1pm,slope_change_abs_max_1pm,slope_change_abs_p95_1pm,speed_mean_mps,speed_max_mps,speed_p50_mps,speed_p90_mps,speed_p95_mps,speed_abs_curvature_product_mean_mpspm,speed_abs_curvature_product_p95_mpspm,lateral_accel_proxy_mean_mps2,lateral_accel_proxy_max_mps2,lateral_accel_proxy_p95_mps2,speed_abs_curvature_correlation,steer_abs_mean_rad,steer_abs_max_rad,steer_abs_p50_rad,steer_abs_p90_rad,steer_abs_p95_rad,steer_change_abs_mean_radpm,steer_change_abs_max_radpm,steer_change_abs_p95_radpm,yaw_rate_abs_mean_radps,yaw_rate_abs_max_radps,yaw_rate_abs_p95_radps,yaw_rate_change_abs_mean_radps_per_m,yaw_rate_change_abs_max_radps_per_m,yaw_rate_change_abs_p95_radps_per_m,static_left_clearance_min_m,static_right_clearance_min_m,static_boundary_clearance_min_m,window10m_max_mean_abs_curvature_1pm,window10m_max_mean_abs_steer_change_radpm,window10m_min_mean_left_clearance_m,window10m_min_mean_right_clearance_m,steering_source_dim
PG-SHANYU000-01ceb4d030f51a16,01ceb4d030f51a16958b5ef781e78538e8d5f7d20d5443d4c36e4728a46c573a,narrow_4,narrow_4,labeled,0,five_axis,explicit,5,ZYJisBoss_local,v3_exact_match,4ec13c407273a370,pathguard_preexec_v2.0.0,npz_pre_execution_arrays_only,steer_ff_rad:used_beta_ref_rad;yaw_rate_ref_radps:derived_from_yaw_per_m_and_speed,228.0047672835792,1148,0.19878358089239687,0.2006240232975074,0.20614298740826484,-0.0006805182021690406,0.01760831378417765,0.06757566054210429,0.009884522812416585,0.04528205804209908,0.05262650151146072,0.065005543095782,0.0016239326582655057,0.013172253788276092,0.004814112383247572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0951425504324375,14.419354575270448,4.5,11.26157117732946,12.967180195633532,0.08021728748667846,0.23681925680157326,0.3731608178175819,1.3684071259776118,1.0656866556070796,-0.508536143974256,0.07670746105596515,0.33647966931127127,0.04105988023371333,0.20350843498218307,0.23954557413668232,0.010134500152350234,0.04627086695899807,0.03255784531241027,0.09198543993403566,0.34188349630610215,0.2854839566386079,0.011690571121543406,0.1877627769333441,0.03495392895695268,1.4999025349203885,1.8206169870677558,1.4999025349203885,0.06005944058686389,0.039968791288897826,1.605208630727498,1.895979776321044,1
